# The Workshop split's sheet, regenerated from 475fc96a254b7714a236374d7375f7667f61e2db by apply.py seed; one row per moved body.
file	section_line	section	scope	name	spelling	first_param	kind	destination	pointer_ids	start_line	end_line	rewrites
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	prose_row_of_object	prose_row_of_object	InfoBodyPlace	function	workshop/screen_info.cpp		4646	4648	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	object_at_prose_row	object_at_prose_row	InfoBodyPlace	function	workshop/screen_info.cpp		4650	4656	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	prose_row_of_property	prose_row_of_property	InfoBodyPlace	function	workshop/screen_info.cpp		4662	4667	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	property_at_prose_row	property_at_prose_row	InfoBodyPlace	function	workshop/screen_info.cpp		4669	4676	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	prose_row_of_action	prose_row_of_action	InfoBodyPlace	function	workshop/screen_info.cpp	WL-CTRL-02	4680	4685	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	action_at_prose_row	action_at_prose_row	InfoBodyPlace	function	workshop/screen_info.cpp		4687	4693	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	action_press_at	action_press_at	InfoBodyPlace	function	workshop/screen_info.cpp	WL-PRESS-03	4697	4703	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	object_row_full	object_row_full	Element	function	workshop/screen_info.cpp	WL-INFO-09	4708	4710	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	object_row_text	object_row_text	Element	function	workshop/screen_info.cpp		4712	4714	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	property_row_prefix	property_row_prefix	Row	function	workshop/screen_info.cpp	WL-INFO-05	4719	4722	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	property_row_full	property_row_full	Row	function	workshop/screen_info.cpp		4728	4730	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	property_row_text	property_row_text	Row	function	workshop/screen_info.cpp		4732	4738	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	property_caret_column	property_caret_column	Row	function	workshop/screen_info.cpp	WL-TEXT-13	4742	4745	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	property_selection_columns	property_selection_columns	Row	function	workshop/screen_info.cpp	WL-TEXT-13	4750	4758	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	property_row_hit	property_row_hit	InfoBodyPlace	function	workshop/screen_info.cpp	WL-PRESS-03	4762	4766	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	object_press_at	object_press_at	InfoBodyPlace	function	workshop/screen_info.cpp	WL-INFO-09,WL-PRESS-03	4770	4776	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	paint_info	paint_info	SurfaceLayer	function	workshop/screen_info.cpp	WL-INFO-01,WL-INFO-08	4787	5011	inline,default-argument
workshop/screen.hpp	5013	// ---- AN EXTERNAL PANE'S BODY: one header row of Workshop's, and a region ---------------	zengine::workshop	external_title_rows	external_title_rows	Panels	function	workshop/screen_external.cpp	WL-FOCUS-11	5023	5026	inline
workshop/screen.hpp	5013	// ---- AN EXTERNAL PANE'S BODY: one header row of Workshop's, and a region ---------------	zengine::workshop	external_body_place	external_body_place	FineRect	function	workshop/screen_external.cpp	WL-CHROME-05,WL-EDIT-12,WL-PANE-06	5068	5091	inline
workshop/screen.hpp	5013	// ---- AN EXTERNAL PANE'S BODY: one header row of Workshop's, and a region ---------------	zengine::workshop	external_press_at	external_press_at	Panels	function	workshop/screen_external.cpp	WL-PRESS-04	5104	5125	inline
workshop/screen.hpp	5013	// ---- AN EXTERNAL PANE'S BODY: one header row of Workshop's, and a region ---------------	zengine::workshop	external_header	external_header	RuntimePane	function	workshop/screen_external.cpp	WL-EDIT-12,WL-FOCUS-10	5135	5138	inline
workshop/screen.hpp	5013	// ---- AN EXTERNAL PANE'S BODY: one header row of Workshop's, and a region ---------------	zengine::workshop	paint_external	paint_external	SurfaceLayer	function	workshop/screen_external.cpp	WL-FOCUS-10,WL-PANE-06	5143	5204	inline,default-argument
workshop/screen.hpp	5206	// ---- THE SOURCE EDITOR'S PANE: one document, projected through a viewport ---------------	zengine::workshop	editor_body	editor_body	Session	function	workshop/screen_editor.cpp		5218	5224	inline
workshop/screen.hpp	5206	// ---- THE SOURCE EDITOR'S PANE: one document, projected through a viewport ---------------	zengine::workshop	editor_header	editor_header	EditorState	function	workshop/screen_editor.cpp	WL-EDIT-12	5235	5248	inline
workshop/screen.hpp	5206	// ---- THE SOURCE EDITOR'S PANE: one document, projected through a viewport ---------------	zengine::workshop	reconcile_editor_view	reconcile_editor_view	Session	function	workshop/screen_editor.cpp	WL-EDIT-09	5253	5305	inline
workshop/screen.hpp	5206	// ---- THE SOURCE EDITOR'S PANE: one document, projected through a viewport ---------------	zengine::workshop	editor_press_at	editor_press_at	Session	function	workshop/screen_editor.cpp		5316	5331	inline
workshop/screen.hpp	5206	// ---- THE SOURCE EDITOR'S PANE: one document, projected through a viewport ---------------	zengine::workshop	over_editor_body	over_editor_body	Session	function	workshop/screen_editor.cpp		5336	5344	inline
workshop/screen.hpp	5206	// ---- THE SOURCE EDITOR'S PANE: one document, projected through a viewport ---------------	zengine::workshop	paint_editor	paint_editor	SurfaceLayer	function	workshop/screen_editor.cpp	WL-EDIT-12	5350	5446	inline,default-argument
workshop/screen.hpp	5448	// ---- THE PROJECT BROWSER, PRESENTED -----------------------------------------------------	zengine::workshop	spend_wheel	spend_wheel	double	function	workshop/screen_browser.cpp	WL-EDIT-10	5460	5465	inline
workshop/screen.hpp	5448	// ---- THE PROJECT BROWSER, PRESENTED -----------------------------------------------------	zengine::workshop	files_body	files_body	Session	function	workshop/screen_browser.cpp		5469	5475	inline
workshop/screen.hpp	5448	// ---- THE PROJECT BROWSER, PRESENTED -----------------------------------------------------	zengine::workshop	files_header_prefix	files_header_prefix	FilesPane	function	workshop/screen_browser.cpp	WL-PROJ-10	5480	5506	inline
workshop/screen.hpp	5448	// ---- THE PROJECT BROWSER, PRESENTED -----------------------------------------------------	zengine::workshop	files_location	files_location	FilesPane	function	workshop/screen_browser.cpp		5509	5511	inline
workshop/screen.hpp	5448	// ---- THE PROJECT BROWSER, PRESENTED -----------------------------------------------------	zengine::workshop	files_header_full	files_header_full	FilesPane	function	workshop/screen_browser.cpp		5514	5517	inline
workshop/screen.hpp	5448	// ---- THE PROJECT BROWSER, PRESENTED -----------------------------------------------------	zengine::workshop	files_header	files_header	FilesPane	function	workshop/screen_browser.cpp		5519	5524	inline
workshop/screen.hpp	5448	// ---- THE PROJECT BROWSER, PRESENTED -----------------------------------------------------	zengine::workshop	files_row_text	files_row_text	FileRow	function	workshop/screen_browser.cpp	WL-FILES-04,WL-FILES-10	5529	5541	inline
workshop/screen.hpp	5448	// ---- THE PROJECT BROWSER, PRESENTED -----------------------------------------------------	zengine::workshop	files_row_full	files_row_full	FileRow	function	workshop/screen_browser.cpp		5545	5547	inline
workshop/screen.hpp	5448	// ---- THE PROJECT BROWSER, PRESENTED -----------------------------------------------------	zengine::workshop	files_press_at	files_press_at	Session	function	workshop/screen_browser.cpp		5557	5572	inline
workshop/screen.hpp	5448	// ---- THE PROJECT BROWSER, PRESENTED -----------------------------------------------------	zengine::workshop	over_files_body	over_files_body	Session	function	workshop/screen_browser.cpp		5576	5584	inline
workshop/screen.hpp	5448	// ---- THE PROJECT BROWSER, PRESENTED -----------------------------------------------------	zengine::workshop	files_row_of_body_row	files_row_of_body_row	FilesPane	function	workshop/screen_browser.cpp	WL-PRESS-03	5589	5603	inline
workshop/screen.hpp	5605	// ---- Which revealable row the pointer is on ----------------------------------------------	zengine::workshop	files_reveal_at	files_reveal_at	Session	function	workshop/screen_browser.cpp		5623	5655	inline
workshop/screen.hpp	5605	// ---- Which revealable row the pointer is on ----------------------------------------------	zengine::workshop	info_reveal_at	info_reveal_at	WorkshopDoc	function	workshop/screen_browser.cpp		5657	5691	inline
workshop/screen.hpp	5605	// ---- Which revealable row the pointer is on ----------------------------------------------	zengine::workshop	reveal_at	reveal_at	WorkshopDoc	function	workshop/screen_browser.cpp		5696	5714	inline
workshop/screen.hpp	5605	// ---- Which revealable row the pointer is on ----------------------------------------------	zengine::workshop	reveal_for	reveal_for	WorkshopDoc	function	workshop/screen_browser.cpp		5720	5728	inline
workshop/screen.hpp	5605	// ---- Which revealable row the pointer is on ----------------------------------------------	zengine::workshop	paint_files	paint_files	SurfaceLayer	function	workshop/screen_browser.cpp		5734	5807	inline,default-argument
workshop/screen.hpp	5605	// ---- Which revealable row the pointer is on ----------------------------------------------	zengine::workshop	paint_pane_affordances	paint_pane_affordances	SurfaceLayer	function	workshop/screen_browser.cpp	WL-ARR-09,WL-PANE-01,WL-FRONT-01	5813	5858	inline
workshop/screen.hpp	5877	// ---- THE SETUP LINE: which arrangement this is, and whether it is written down -----------	zengine::workshop	setup_name_hint	setup_name_hint	Keymap	function	workshop/screen_layouts.cpp		5882	5885	inline
workshop/screen.hpp	5877	// ---- THE SETUP LINE: which arrangement this is, and whether it is written down -----------	zengine::workshop	setup_hints	setup_hints	Keymap	function	workshop/screen_layouts.cpp	WL-KEY-02	5890	5893	inline
workshop/screen.hpp	5877	// ---- THE SETUP LINE: which arrangement this is, and whether it is written down -----------	zengine::workshop	layouts_body	layouts_body	Session	function	workshop/screen_layouts.cpp	WL-TAB-01,WL-TAB-05,WL-CHROME-05,WL-PRESS-05	5911	5917	inline
workshop/screen.hpp	5877	// ---- THE SETUP LINE: which arrangement this is, and whether it is written down -----------	zengine::workshop	setup_name_columns	setup_name_columns	Session	function	workshop/screen_layouts.cpp	WL-TEXT-03	5936	5942	inline
workshop/screen.hpp	5944	// ---- THE `setup:` SLOT: what the ACTIVE layout's association is --------------------------	zengine::workshop	setup_link_text	setup_link_text	SetupState	function	workshop/screen_layouts.cpp	WL-TAB-02,WL-TAB-03	5964	5975	inline
workshop/screen.hpp	5944	// ---- THE `setup:` SLOT: what the ACTIVE layout's association is --------------------------	zengine::workshop	setup_rest_text	setup_rest_text	SetupState	function	workshop/screen_layouts.cpp	WL-MAKER-04,WL-TAB-03	5979	5998	inline
workshop/screen.hpp	5944	// ---- THE `setup:` SLOT: what the ACTIVE layout's association is --------------------------	zengine::workshop	workspace_text	workspace_text	Session	function	workshop/screen_layouts.cpp		6004	6007	inline
workshop/screen.hpp	6009	// ---- THE LAYOUT TABS: the left of the status row -----------------------------------------	zengine::workshop	layouts_omitted_text	layouts_omitted_text	size_t	function	workshop/screen_layouts.cpp	WL-TAB-08	6034	6036	inline
workshop/screen.hpp	6009	// ---- THE LAYOUT TABS: the left of the status row -----------------------------------------	zengine::workshop	layout_tab_text	layout_tab_text	SetupState	function	workshop/screen_layouts.cpp		6047	6054	inline
workshop/screen.hpp	6009	// ---- THE LAYOUT TABS: the left of the status row -----------------------------------------	zengine::workshop	layout_tab_columns	layout_tab_columns	int64_t	function	workshop/screen_layouts.cpp		6074	6077	inline
workshop/screen.hpp	6009	// ---- THE LAYOUT TABS: the left of the status row -----------------------------------------	zengine::workshop	layout_tab_run	layout_tab_run	SetupState	function	workshop/screen_layouts.cpp	WL-TAB-05,WL-TAB-08	6086	6194	inline
workshop/screen.hpp	6009	// ---- THE LAYOUT TABS: the left of the status row -----------------------------------------	zengine::workshop	band_status	band_status	Session	function	workshop/screen_layouts.cpp		6208	6273	inline
workshop/screen.hpp	6009	// ---- THE LAYOUT TABS: the left of the status row -----------------------------------------	zengine::workshop	band_status	band_status	Session	function	workshop/screen_layouts.cpp		6279	6281	inline
workshop/screen.hpp	6009	// ---- THE LAYOUT TABS: the left of the status row -----------------------------------------	zengine::workshop	band_tab_row	band_tab_row	Session	function	workshop/screen_layouts.cpp		6289	6298	inline
workshop/screen.hpp	6009	// ---- THE LAYOUT TABS: the left of the status row -----------------------------------------	zengine::workshop	band_tab_at	band_tab_at	Session	function	workshop/screen_layouts.cpp		6308	6340	inline
workshop/screen.hpp	6342	// ---- THE LAYOUTS PANE AND THE BOTTOM BAND, EACH COMPOSED AGAINST ITS BUDGET ---------------	zengine::workshop	paint_layouts	paint_layouts	SurfaceLayer	function	workshop/screen_layouts.cpp	WL-TAB-01,WL-TAB-01,WL-TAB-05	6349	6421	inline,default-argument
workshop/screen.hpp	6423	// ---- A MAKER-MADE PANE, PRESENTED: authored regions on an offered interior -----------------	zengine::workshop	present_region	present_region	TextRegion	function	workshop/screen_pane_editor.cpp		6457	6474	inline
workshop/screen.hpp	6423	// ---- A MAKER-MADE PANE, PRESENTED: authored regions on an offered interior -----------------	zengine::workshop	region_over	region_over	FineRect	function	workshop/screen_pane_editor.cpp		6478	6490	inline
workshop/screen.hpp	6423	// ---- A MAKER-MADE PANE, PRESENTED: authored regions on an offered interior -----------------	zengine::workshop	maker_region	maker_region	Session	function	workshop/screen_pane_editor.cpp		6496	6502	inline
workshop/screen.hpp	6423	// ---- A MAKER-MADE PANE, PRESENTED: authored regions on an offered interior -----------------	zengine::workshop	maker_pane_interior	maker_pane_interior	Session	function	workshop/screen_pane_editor.cpp		6507	6513	inline
workshop/screen.hpp	6423	// ---- A MAKER-MADE PANE, PRESENTED: authored regions on an offered interior -----------------	zengine::workshop	region_axis_text	region_axis_text	Session	function	workshop/screen_pane_editor.cpp		6518	6532	inline
workshop/screen.hpp	6423	// ---- A MAKER-MADE PANE, PRESENTED: authored regions on an offered interior -----------------	zengine::workshop	write_region_axis	write_region_axis	Session	function	workshop/screen_pane_editor.cpp		6538	6559	inline
workshop/screen.hpp	6423	// ---- A MAKER-MADE PANE, PRESENTED: authored regions on an offered interior -----------------	zengine::workshop	write_region_text	write_region_text	Session	function	workshop/screen_pane_editor.cpp		6562	6568	inline
workshop/screen.hpp	6423	// ---- A MAKER-MADE PANE, PRESENTED: authored regions on an offered interior -----------------	zengine::workshop	region_resolved_text	region_resolved_text	Session	function	workshop/screen_pane_editor.cpp		6573	6590	inline
workshop/screen.hpp	6423	// ---- A MAKER-MADE PANE, PRESENTED: authored regions on an offered interior -----------------	zengine::workshop	region_shown_text	region_shown_text	Session	function	workshop/screen_pane_editor.cpp		6594	6607	inline
workshop/screen.hpp	6423	// ---- A MAKER-MADE PANE, PRESENTED: authored regions on an offered interior -----------------	zengine::workshop	interior_capture_text	interior_capture_text	Session	function	workshop/screen_pane_editor.cpp		6613	6636	inline
workshop/screen.hpp	6423	// ---- A MAKER-MADE PANE, PRESENTED: authored regions on an offered interior -----------------	zengine::workshop	paint_maker_pane	paint_maker_pane	SurfaceLayer	function	workshop/screen_pane_editor.cpp	WL-MAKER-05	6642	6664	inline,default-argument
workshop/screen.hpp	6423	// ---- A MAKER-MADE PANE, PRESENTED: authored regions on an offered interior -----------------	zengine::workshop	creator_subject_region	creator_subject_region	Session	function	workshop/screen_pane_editor.cpp		6674	6684	inline
workshop/screen.hpp	6423	// ---- A MAKER-MADE PANE, PRESENTED: authored regions on an offered interior -----------------	zengine::workshop	paint_creator_region_mark	paint_creator_region_mark	SurfaceLayer	function	workshop/screen_pane_editor.cpp	WL-MAKER-06	6689	6712	inline
workshop/screen.hpp	6423	// ---- A MAKER-MADE PANE, PRESENTED: authored regions on an offered interior -----------------	zengine::workshop	pane_name_columns	pane_name_columns	int64_t	function	workshop/screen_pane_editor.cpp		6718	6722	inline
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	pane_editor_subject_row	pane_editor_subject_row	Session	function	workshop/screen_pane_editor.cpp		6733	6743	inline
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	pane_window_base	pane_window_base	Session	function	workshop/screen_pane_editor.cpp	WL-PED-05	6748	6766	inline
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	pane_geometry_typeable	pane_geometry_typeable	Session	function	workshop/screen_pane_editor.cpp	WL-PED-06,WL-PANE-08	6772	6792	inline
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	pane_axis_text	pane_axis_text	Session	function	workshop/screen_pane_editor.cpp		6797	6825	inline
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	write_pane_axis	write_pane_axis	Session	function	workshop/screen_pane_editor.cpp	WL-PED-05	6831	6881	inline
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	pane_editor_rows	pane_editor_rows	Session	function	workshop/screen_pane_editor.cpp	WL-PED-04	6885	7035	inline
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	pane_editor_focus	pane_editor_focus	Session	function	workshop/screen_pane_editor.cpp		7039	7046	inline
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	pane_editor_body_place	pane_editor_body_place	FineRect	function	workshop/screen_pane_editor.cpp		7072	7118	inline
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	pane_editor_body	pane_editor_body	Session	function	workshop/screen_pane_editor.cpp		7122	7128	inline
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	prose_row_of_editor_pane	prose_row_of_editor_pane	PaneEditorBodyPlace	function	workshop/screen_pane_editor.cpp		7130	7132	inline
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	editor_pane_at_prose_row	editor_pane_at_prose_row	PaneEditorBodyPlace	function	workshop/screen_pane_editor.cpp		7134	7140	inline
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	prose_row_of_field	prose_row_of_field	PaneEditorBodyPlace	function	workshop/screen_pane_editor.cpp		7142	7147	inline
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	field_at_prose_row	field_at_prose_row	PaneEditorBodyPlace	function	workshop/screen_pane_editor.cpp		7149	7156	inline
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	pane_editor_at	pane_editor_at	Session	function	workshop/screen_pane_editor.cpp		7168	7181	inline
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	paint_pane_editor	paint_pane_editor	SurfaceLayer	function	workshop/screen_pane_editor.cpp		7186	7314	inline,default-argument
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	paint_panels	paint_panels	SurfaceCanvas	function	workshop/screen_pane_editor.cpp	WL-FRONT-01,WL-FRONT-05,WL-FRONT-07,WL-MAKER-05	7326	7401	inline,default-argument
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	band_region	band_region	Session	function	workshop/screen_pane_editor.cpp		7405	7504	inline
workshop/screen.hpp	6724	// ---- THE PANE EDITOR: a Workshop pane as a SUBJECT, inspected and edited -----------------	zengine::workshop	paint	paint	WorkshopDoc	function	workshop/screen_pane_editor.cpp	WL-FRONT-01,WL-FRONT-07,WL-ATTN-04,WL-DOC-18,WL-RGN-05	7511	7761	inline,default-argument
workshop/weave.hpp	1		zengine::workshop::WorkshopWeave	WorkshopWeave	WorkshopWeave	HostContext	function	workshop/weave_handlers.cpp		206	217	explicit,WorkshopWeave::
workshop/weave.hpp	1		zengine::workshop::WorkshopWeave	load_keymap	load_keymap		function	workshop/weave_handlers.cpp	WL-KEY-07,WL-KEY-08	221	255	WorkshopWeave::
workshop/weave.hpp	1		zengine::workshop::WorkshopWeave	load_prefs	load_prefs		function	workshop/weave_handlers.cpp	WL-FOCUS-11	259	284	WorkshopWeave::
workshop/weave.hpp	1		zengine::workshop::WorkshopWeave	speak_startup_notes	speak_startup_notes	Mail	function	workshop/weave_handlers.cpp	WL-ATTN-02	290	310	WorkshopWeave::
workshop/weave.hpp	1		zengine::workshop::WorkshopWeave	take_host_conditions	take_host_conditions		function	workshop/weave_handlers.cpp	WL-ATTN-01,WL-ATTN-02	314	318	WorkshopWeave::
workshop/weave.hpp	1		zengine::workshop::WorkshopWeave	on	on	SurfaceReady	function	workshop/weave_handlers.cpp		351	385	WorkshopWeave::
workshop/weave.hpp	1		zengine::workshop::WorkshopWeave	load_pane_definition	load_pane_definition	Mail	function	workshop/weave_handlers.cpp	WL-MAKER-08,WL-MAKER-09	389	402	WorkshopWeave::
workshop/weave.hpp	1		zengine::workshop::WorkshopWeave	host_pane_path	host_pane_path		function	workshop/weave_handlers.cpp	WL-MAKER-08	406	411	WorkshopWeave::
workshop/weave.hpp	1		zengine::workshop::WorkshopWeave	on	on	SurfaceExtent	function	workshop/weave_handlers.cpp	WL-DOC-17,WL-GEO-08	415	450	WorkshopWeave::
workshop/weave.hpp	1		zengine::workshop::WorkshopWeave	on	on	SurfacePlacement	function	workshop/weave_handlers.cpp	WL-SESSION-08,WL-SESSION-09	454	460	WorkshopWeave::
workshop/weave.hpp	1		zengine::workshop::WorkshopWeave	on	on	SurfaceCloseRequested	function	workshop/weave_handlers.cpp	WL-SESSION-13	465	465	WorkshopWeave::
workshop/weave.hpp	1		zengine::workshop::WorkshopWeave	on	on	KeyPressed	function	workshop/weave_handlers.cpp	WL-KEY-03,WL-KEY-05,WL-KEY-12	469	609	WorkshopWeave::
workshop/weave.hpp	1		zengine::workshop::WorkshopWeave	toggle_hotkeys	toggle_hotkeys		function	workshop/weave_handlers.cpp		613	613	WorkshopWeave::
workshop/weave.hpp	1		zengine::workshop::WorkshopWeave	hotkeys_key	hotkeys_key	KeyPressed	function	workshop/weave_handlers.cpp	WL-KEY-11	617	621	WorkshopWeave::
workshop/weave.hpp	1		zengine::workshop::WorkshopWeave	toggle_attention	toggle_attention		function	workshop/weave_handlers.cpp	WL-ATTN-09,WL-ATTN-10	626	629	WorkshopWeave::
workshop/weave.hpp	1		zengine::workshop::WorkshopWeave	attention_key	attention_key	KeyPressed	function	workshop/weave_handlers.cpp	WL-ATTN-08,WL-ATTN-09	633	671	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	open_context_at	open_context_at	PointedAt	function	workshop/weave_pointer.cpp	WL-CTX-01,WL-CTX-01	678	712	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	open_context_on_layout	open_context_on_layout	PointedAt	function	workshop/weave_pointer.cpp	WL-TAB-12	716	725	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	open_context_ambient	open_context_ambient		function	workshop/weave_pointer.cpp	WL-CTX-01	730	738	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	close_context	close_context		function	workshop/weave_pointer.cpp		742	742	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	context_key	context_key	KeyPressed	function	workshop/weave_pointer.cpp		745	779	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	leave_context_group	leave_context_group		function	workshop/weave_pointer.cpp		783	795	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	choose_context_row	choose_context_row	Mail	function	workshop/weave_pointer.cpp	WL-CTX-08	799	817	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	spend_context_choice	spend_context_choice	Act	function	workshop/weave_pointer.cpp	WL-CTX-01,WL-CTX-02,WL-CTX-07,WL-CTX-08	821	861	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	context_press	context_press	PointedAt	function	workshop/weave_pointer.cpp	WL-CTX-08	865	878	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	on	on	ClipboardCopy	function	workshop/weave_pointer.cpp	WL-TEXT-08	882	884	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	on	on	ClipboardText	function	workshop/weave_pointer.cpp	WL-TEXT-09,WL-TEXT-10	889	975	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	on	on	TextEntered	function	workshop/weave_pointer.cpp	WL-KEY-03	981	1050	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	end_held_gestures	end_held_gestures		function	workshop/weave_pointer.cpp	WL-ARR-02,WL-TAB-11	1064	1087	WorkshopWeave::,nested-return
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	on	on	PointerButton	function	workshop/weave_pointer.cpp	WL-FOCUS-03,WL-PRESS-04	1091	1490	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	on	on	PointerMoved	function	workshop/weave_pointer.cpp	WL-PANE-05	1496	1666	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	on	on	PointerWheel	function	workshop/weave_pointer.cpp	WL-EDIT-10	1670	1737	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	on	on	BuildStatus	function	workshop/weave_pointer.cpp	WL-PROJ-11,WL-PROJ-12	1754	1854	WorkshopWeave::
workshop/weave.hpp	673	// ---- What can I do with this? The contextual-action surface ---------------	zengine::workshop::WorkshopWeave	on	on	RecipeCatalog	function	workshop/weave_pointer.cpp	WL-PROJ-07	1858	1891	WorkshopWeave::
workshop/weave.hpp	1893	// ---- THE EXTERNAL PANE SEAM: an office offers, Workshop grants, an office says	zengine::workshop::WorkshopWeave	on	on	PaneOffered	function	workshop/weave_seam.cpp		1916	1963	WorkshopWeave::
